playerID,awardID,yearID,lgID,tie,notes
canoro01,Silver Slugger,2006,AL,No,2B
credejo01,Silver Slugger,2006,AL,No,3B
mauerjo01,Silver Slugger,2006,AL,No,C
ortizda01,Silver Slugger,2006,AL,No,DH
dyeje01,Silver Slugger,2006,AL,No,OF
guerrvl01,Silver Slugger,2006,AL,No,OF
ramirma02,Silver Slugger,2006,AL,No,OF
jeterde01,Silver Slugger,2006,AL,No,SS
howarry01,Silver Slugger,2006,NL,No,1B
utleych01,Silver Slugger,2006,NL,No,2B
cabremi01,Silver Slugger,2006,NL,No,3B
mccanbr01,Silver Slugger,2006,NL,No,C
beltrca01,Silver Slugger,2006,NL,No,OF
hollima01,Silver Slugger,2006,NL,No,OF
soriaal01,Silver Slugger,2006,NL,No,OF
zambrca01,Silver Slugger,2006,NL,No,P
reyesjo01,Silver Slugger,2006,NL,No,SS
sabatcc01,Cy Young Award,2007,AL,No,N/A
peavyja01,Cy Young Award,2007,NL,No,N/A
youklke01,Gold Glove,2007,AL,No,1B
polanpl01,Gold Glove,2007,AL,No,2B
beltrad01,Gold Glove,2007,AL,No,3B
rodriiv01,Gold Glove,2007,AL,No,C
hunteto01,Gold Glove,2007,AL,No,OF
sizemgr01,Gold Glove,2007,AL,No,OF
suzukic01,Gold Glove,2007,AL,No,OF
santajo01,Gold Glove,2007,AL,No,P
cabreor01,Gold Glove,2007,AL,No,SS
leede02,Gold Glove,2007,NL,No,1B
hudsoor01,Gold Glove,2007,NL,No,2B
wrighda03,Gold Glove,2007,NL,No,3B
martiru01,Gold Glove,2007,NL,No,C
beltrca01,Gold Glove,2007,NL,No,OF
francje02,Gold Glove,2007,NL,No,OF
jonesan01,Gold Glove,2007,NL,No,OF
rowanaa01,Gold Glove,2007,NL,No,OF
maddugr01,Gold Glove,2007,NL,No,P
rolliji01,Gold Glove,2007,NL,No,SS
rodrial01,Most Valuable Player,2007,AL,No,N/A
rolliji01,Most Valuable Player,2007,NL,No,N/A
peavyja01,Pitching Triple Crown,2007,NL,No,N/A
pedrodu01,Rookie of the Year,2007,AL,No,N/A
braunry02,Rookie of the Year,2007,NL,No,N/A
penaca01,Silver Slugger,2007,AL,No,1B
polanpl01,Silver Slugger,2007,AL,No,2B
rodrial01,Silver Slugger,2007,AL,No,3B
posadjo01,Silver Slugger,2007,AL,No,C
ortizda01,Silver Slugger,2007,AL,No,DH
guerrvl01,Silver Slugger,2007,AL,No,OF
ordonma01,Silver Slugger,2007,AL,No,OF
suzukic01,Silver Slugger,2007,AL,No,OF
jeterde01,Silver Slugger,2007,AL,No,SS
fieldpr01,Silver Slugger,2007,NL,No,1B
utleych01,Silver Slugger,2007,NL,No,2B
wrighda03,Silver Slugger,2007,NL,No,3B
martiru01,Silver Slugger,2007,NL,No,C
beltrca01,Silver Slugger,2007,NL,No,OF
hollima01,Silver Slugger,2007,NL,No,OF
leeca01,Silver Slugger,2007,NL,No,OF
owingmi01,Silver Slugger,2007,NL,No,P
rolliji01,Silver Slugger,2007,NL,No,SS
leecl02,Cy Young Award,2008,AL,No,N/A
linceti01,Cy Young Award,2008,NL,No,N/A
penaca01,Gold Glove,2008,AL,No,1B
pedrodu01,Gold Glove,2008,AL,No,2B
beltrad01,Gold Glove,2008,AL,No,3B
mauerjo01,Gold Glove,2008,AL,No,C
hunteto01,Gold Glove,2008,AL,No,OF
sizemgr01,Gold Glove,2008,AL,No,OF
suzukic01,Gold Glove,2008,AL,No,OF
mussimi01,Gold Glove,2008,AL,No,P
youngmi02,Gold Glove,2008,AL,No,SS
gonzaad01,Gold Glove,2008,NL,No,1B
phillbr01,Gold Glove,2008,NL,No,2B
wrighda03,Gold Glove,2008,NL,No,3B
molinya01,Gold Glove,2008,NL,No,C
beltrca01,Gold Glove,2008,NL,No,OF
mclouna01,Gold Glove,2008,NL,No,OF
victosh01,Gold Glove,2008,NL,No,OF
maddugr01,Gold Glove,2008,NL,No,P
rolliji01,Gold Glove,2008,NL,No,SS
pedrodu01,Most Valuable Player,2008,AL,No,N/A
pujolal01,Most Valuable Player,2008,NL,No,N/A
longoev01,Rookie of the Year,2008,AL,No,N/A
sotoge01,Rookie of the Year,2008,NL,No,N/A
morneju01,Silver Slugger,2008,AL,No,1B
pedrodu01,Silver Slugger,2008,AL,No,2B
rodrial01,Silver Slugger,2008,AL,No,3B
mauerjo01,Silver Slugger,2008,AL,No,C
huffau01,Silver Slugger,2008,AL,No,DH
hamiljo03,Silver Slugger,2008,AL,No,OF
quentca01,Silver Slugger,2008,AL,No,OF
sizemgr01,Silver Slugger,2008,AL,No,OF
jeterde01,Silver Slugger,2008,AL,No,SS
pujolal01,Silver Slugger,2008,NL,No,1B
utleych01,Silver Slugger,2008,NL,No,2B
wrighda03,Silver Slugger,2008,NL,No,3B
mccanbr01,Silver Slugger,2008,NL,No,C
braunry02,Silver Slugger,2008,NL,No,OF
hollima01,Silver Slugger,2008,NL,No,OF
ludwiry01,Silver Slugger,2008,NL,No,OF
zambrca01,Silver Slugger,2008,NL,No,P
ramirha01,Silver Slugger,2008,NL,No,SS
greinza01,Cy Young Award,2009,AL,No,N/A
linceti01,Cy Young Award,2009,NL,No,N/A
teixema01,Gold Glove,2009,AL,No,1B
polanpl01,Gold Glove,2009,AL,No,2B
longoev01,Gold Glove,2009,AL,No,3B
mauerjo01,Gold Glove,2009,AL,No,C
hunteto01,Gold Glove,2009,AL,No,OF
jonesad01,Gold Glove,2009,AL,No,OF
suzukic01,Gold Glove,2009,AL,No,OF
buehrma01,Gold Glove,2009,AL,No,P
jeterde01,Gold Glove,2009,AL,No,SS
gonzaad01,Gold Glove,2009,NL,No,1B
hudsoor01,Gold Glove,2009,NL,No,2B
zimmery01,Gold Glove,2009,NL,No,3B
molinya01,Gold Glove,2009,NL,No,C
bournmi01,Gold Glove,2009,NL,No,OF
kempma01,Gold Glove,2009,NL,No,OF
victosh01,Gold Glove,2009,NL,No,OF
wainwad01,Gold Glove,2009,NL,No,P
rolliji01,Gold Glove,2009,NL,No,SS
mauerjo01,Most Valuable Player,2009,AL,No,N/A
pujolal01,Most Valuable Player,2009,NL,No,N/A
bailean01,Rookie of the Year,2009,AL,No,N/A
coghlch01,Rookie of the Year,2009,NL,No,N/A
teixema01,Silver Slugger,2009,AL,No,1B
hillaa01,Silver Slugger,2009,AL,No,2B
longoev01,Silver Slugger,2009,AL,No,3B
mauerjo01,Silver Slugger,2009,AL,No,C
lindad01,Silver Slugger,2009,AL,No,DH
bayja01,Silver Slugger,2009,AL,No,OF
hunteto01,Silver Slugger,2009,AL,No,OF
suzukic01,Silver Slugger,2009,AL,No,OF
jeterde01,Silver Slugger,2009,AL,No,SS
pujolal01,Silver Slugger,2009,NL,No,1B
utleych01,Silver Slugger,2009,NL,No,2B
zimmery01,Silver Slugger,2009,NL,No,3B
mccanbr01,Silver Slugger,2009,NL,No,C
braunry02,Silver Slugger,2009,NL,No,OF
ethiean01,Silver Slugger,2009,NL,No,OF
kempma01,Silver Slugger,2009,NL,No,OF
zambrca01,Silver Slugger,2009,NL,No,P
ramirha01,Silver Slugger,2009,NL,No,SS
hernafe02,Cy Young Award,2010,AL,No,N/A
hallaro01,Cy Young Award,2010,NL,No,N/A
teixema01,Gold Glove,2010,AL,No,1B
canoro01,Gold Glove,2010,AL,No,2B
longoev01,Gold Glove,2010,AL,No,3B
mauerjo01,Gold Glove,2010,AL,No,C
crawfca02,Gold Glove,2010,AL,No,OF
gutiefr01,Gold Glove,2010,AL,No,OF
suzukic01,Gold Glove,2010,AL,No,OF
buehrma01,Gold Glove,2010,AL,No,P
jeterde01,Gold Glove,2010,AL,No,SS
pujolal01,Gold Glove,2010,NL,No,1B
phillbr01,Gold Glove,2010,NL,No,2B
rolensc01,Gold Glove,2010,NL,No,3B
molinya01,Gold Glove,2010,NL,No,C
bournmi01,Gold Glove,2010,NL,No,OF
gonzaca01,Gold Glove,2010,NL,No,OF
victosh01,Gold Glove,2010,NL,No,OF
arroybr01,Gold Glove,2010,NL,No,P
tulowtr01,Gold Glove,2010,NL,No,SS
hamiljo03,Most Valuable Player,2010,AL,No,N/A
vottojo01,Most Valuable Player,2010,NL,No,N/A
felizne01,Rookie of the Year,2010,AL,No,N/A
poseybu01,Rookie of the Year,2010,NL,No,N/A
cabremi01,Silver Slugger,2010,AL,No,1B
canoro01,Silver Slugger,2010,AL,No,2B
beltrad01,Silver Slugger,2010,AL,No,3B
mauerjo01,Silver Slugger,2010,AL,No,C
guerrvl01,Silver Slugger,2010,AL,No,DH
bautijo02,Silver Slugger,2010,AL,No,OF
crawfca02,Silver Slugger,2010,AL,No,OF
hamiljo03,Silver Slugger,2010,AL,No,OF
ramiral03,Silver Slugger,2010,AL,No,SS
pujolal01,Silver Slugger,2010,NL,No,1B
ugglada01,Silver Slugger,2010,NL,No,2B
zimmery01,Silver Slugger,2010,NL,No,3B
mccanbr01,Silver Slugger,2010,NL,No,C
braunry02,Silver Slugger,2010,NL,No,OF
gonzaca01,Silver Slugger,2010,NL,No,OF
hollima01,Silver Slugger,2010,NL,No,OF
gallayo01,Silver Slugger,2010,NL,No,P
tulowtr01,Silver Slugger,2010,NL,No,SS
verlaju01,Cy Young Award,2011,AL,No,N/A
kershcl01,Cy Young Award,2011,NL,No,N/A
gonzaad01,Gold Glove,2011,AL,No,1B
pedrodu01,Gold Glove,2011,AL,No,2B
beltrad01,Gold Glove,2011,AL,No,3B
wietema01,Gold Glove,2011,AL,No,C
ellsbja01,Gold Glove,2011,AL,No,CF
gordoal01,Gold Glove,2011,AL,No,LF
buehrma01,Gold Glove,2011,AL,No,P
markani01,Gold Glove,2011,AL,No,RF
aybarer01,Gold Glove,2011,AL,No,SS
vottojo01,Gold Glove,2011,NL,No,1B
phillbr01,Gold Glove,2011,NL,No,2B
polanpl01,Gold Glove,2011,NL,No,3B
molinya01,Gold Glove,2011,NL,No,C
kempma01,Gold Glove,2011,NL,No,CF
parrage01,Gold Glove,2011,NL,No,LF
kershcl01,Gold Glove,2011,NL,No,P
ethiean01,Gold Glove,2011,NL,No,RF
tulowtr01,Gold Glove,2011,NL,No,SS
verlaju01,Most Valuable Player,2011,AL,No,N/A
braunry02,Most Valuable Player,2011,NL,No,N/A
verlaju01,Pitching Triple Crown,2011,AL,No,N/A
kershcl01,Pitching Triple Crown,2011,NL,No,N/A
hellije01,Rookie of the Year,2011,AL,No,N/A
kimbrcr01,Rookie of the Year,2011,NL,No,N/A
gonzaad01,Silver Slugger,2011,AL,No,1B
canoro01,Silver Slugger,2011,AL,No,2B
beltrad01,Silver Slugger,2011,AL,No,3B
avilaal01,Silver Slugger,2011,AL,No,C
ortizda01,Silver Slugger,2011,AL,No,DH
bautijo02,Silver Slugger,2011,AL,No,OF
ellsbja01,Silver Slugger,2011,AL,No,OF
grandcu01,Silver Slugger,2011,AL,No,OF
cabreas01,Silver Slugger,2011,AL,No,SS
fieldpr01,Silver Slugger,2011,NL,No,1B
phillbr01,Silver Slugger,2011,NL,No,2B
ramirar01,Silver Slugger,2011,NL,No,3B
mccanbr01,Silver Slugger,2011,NL,No,C
braunry02,Silver Slugger,2011,NL,No,OF
kempma01,Silver Slugger,2011,NL,No,OF
uptonju01,Silver Slugger,2011,NL,No,OF
hudsoda01,Silver Slugger,2011,NL,No,P
tulowtr01,Silver Slugger,2011,NL,No,SS
priceda01,Cy Young Award,2012,AL,No,N/A
dickera01,Cy Young Award,2012,NL,No,N/A
teixema01,Gold Glove,2012,AL,No,1B
canoro01,Gold Glove,2012,AL,No,2B
beltrad01,Gold Glove,2012,AL,No,3B
wietema01,Gold Glove,2012,AL,No,C
jonesad01,Gold Glove,2012,AL,No,CF
gordoal01,Gold Glove,2012,AL,No,LF
hellije01,Gold Glove,2012,AL,No,P
reddijo01,Gold Glove,2012,AL,No,RF
hardyjj01,Gold Glove,2012,AL,No,SS
larocad01,Gold Glove,2012,NL,No,1B
barneda01,Gold Glove,2012,NL,No,2B
headlch01,Gold Glove,2012,NL,No,3B
molinya01,Gold Glove,2012,NL,No,C
mccutan01,Gold Glove,2012,NL,No,CF
gonzaca01,Gold Glove,2012,NL,No,LF
buehrma01,Gold Glove,2012,NL,No,P
heywaja01,Gold Glove,2012,NL,No,RF
rolliji01,Gold Glove,2012,NL,No,SS
cabremi01,Most Valuable Player,2012,AL,No,N/A
poseybu01,Most Valuable Player,2012,NL,No,N/A
troutmi01,Rookie of the Year,2012,AL,No,N/A
harpebr03,Rookie of the Year,2012,NL,No,N/A
fieldpr01,Silver Slugger,2012,AL,No,1B
canoro01,Silver Slugger,2012,AL,No,2B
cabremi01,Silver Slugger,2012,AL,No,3B
pierzaj01,Silver Slugger,2012,AL,No,C
butlebi03,Silver Slugger,2012,AL,No,DH
hamiljo03,Silver Slugger,2012,AL,No,OF
troutmi01,Silver Slugger,2012,AL,No,OF
willijo03,Silver Slugger,2012,AL,No,OF
jeterde01,Silver Slugger,2012,AL,No,SS
larocad01,Silver Slugger,2012,NL,No,1B
hillaa01,Silver Slugger,2012,NL,No,2B
headlch01,Silver Slugger,2012,NL,No,3B
poseybu01,Silver Slugger,2012,NL,No,C
braunry01,Silver Slugger,2012,NL,No,OF
bruceja01,Silver Slugger,2012,NL,No,OF
mccutan01,Silver Slugger,2012,NL,No,OF
strasst01,Silver Slugger,2012,NL,No,P
desmoia01,Silver Slugger,2012,NL,No,SS
cabremi01,Triple Crown,2012,AL,No,N/A
scherma01,Cy Young Award,2013,AL,No,N/A
kershcl01,Cy Young Award,2013,NL,No,N/A
hosmeer01,Gold Glove,2013,AL,No,1B
pedrodu01,Gold Glove,2013,AL,No,2B
machama01,Gold Glove,2013,AL,No,3B
perezsa02,Gold Glove,2013,AL,No,C
jonesad01,Gold Glove,2013,AL,No,CF
gordoal01,Gold Glove,2013,AL,No,LF
dickera01,Gold Glove,2013,AL,No,P
victosh01,Gold Glove,2013,AL,No,RF
hardyjj01,Gold Glove,2013,AL,No,SS
goldspa01,Gold Glove,2013,NL,No,1B
phillbr01,Gold Glove,2013,NL,No,2B
arenano01,Gold Glove,2013,NL,No,3B
molinya01,Gold Glove,2013,NL,No,C
gomezca01,Gold Glove,2013,NL,No,CF
gonzaca01,Gold Glove,2013,NL,No,LF
wainwad01,Gold Glove,2013,NL,No,P
parrage01,Gold Glove,2013,NL,No,RF
simmoan01,Gold Glove,2013,NL,No,SS
cabremi01,Most Valuable Player,2013,AL,No,N/A
mccutan01,Most Valuable Player,2013,NL,No,N/A
myerswi01,Rookie of the Year,2013,AL,No,N/A
fernajo02,Rookie of the Year,2013,NL,No,N/A
davisch02,Silver Slugger,2013,AL,No,1B
canoro01,Silver Slugger,2013,AL,No,2B
cabremi01,Silver Slugger,2013,AL,No,3B
mauerjo01,Silver Slugger,2013,AL,No,C
ortizda01,Silver Slugger,2013,AL,No,DH
hunteto01,Silver Slugger,2013,AL,No,OF
jonesad01,Silver Slugger,2013,AL,No,OF
troutmi01,Silver Slugger,2013,AL,No,OF
hardyjj01,Silver Slugger,2013,AL,No,SS
goldspa01,Silver Slugger,2013,NL,No,1B
carpema01,Silver Slugger,2013,NL,No,2B
alvarpe01,Silver Slugger,2013,NL,No,3B
molinya01,Silver Slugger,2013,NL,No,C
bruceja01,Silver Slugger,2013,NL,No,OF
cuddymi01,Silver Slugger,2013,NL,No,OF
mccutan01,Silver Slugger,2013,NL,No,OF
greinza01,Silver Slugger,2013,NL,No,P
desmoia01,Silver Slugger,2013,NL,No,SS
klubeco01,Cy Young Award,2014,AL,No,N/A
kershcl01,Cy Young Award,2014,NL,No,N/A
hosmeer01,Gold Glove,2014,AL,No,1B
pedrodu01,Gold Glove,2014,AL,No,2B
seageky01,Gold Glove,2014,AL,No,3B
perezsa02,Gold Glove,2014,AL,No,C
markani01,Gold Glove,2014,AL,No,CF
gordoal01,Gold Glove,2014,AL,No,LF
keuchda01,Gold Glove,2014,AL,No,P
jonesad01,Gold Glove,2014,AL,No,RF
hardyjj01,Gold Glove,2014,AL,No,SS
gonzaad01,Gold Glove,2014,NL,No,1B
lemahdj01,Gold Glove,2014,NL,No,2B
arenano01,Gold Glove,2014,NL,No,3B
molinya01,Gold Glove,2014,NL,No,C
lagarju01,Gold Glove,2014,NL,No,CF
yelicch01,Gold Glove,2014,NL,No,LF
greinza01,Gold Glove,2014,NL,No,P
heywaja01,Gold Glove,2014,NL,No,RF
simmoan01,Gold Glove,2014,NL,No,SS
troutmi01,Most Valuable Player,2014,AL,No,N/A
kershcl01,Most Valuable Player,2014,NL,No,N/A
abreujo02,Rookie of the Year,2014,AL,No,N/A
degroja01,Rookie of the Year,2014,NL,No,N/A
abreujo02,Silver Slugger,2014,AL,No,1B
altuvjo01,Silver Slugger,2014,AL,No,2B
beltrad01,Silver Slugger,2014,AL,No,3B
gomesya01,Silver Slugger,2014,AL,No,C
martivi01,Silver Slugger,2014,AL,No,DH
troutmi01,Silver Slugger,2014,AL,No,OF
brantmi02,Silver Slugger,2014,AL,No,OF
bautijo02,Silver Slugger,2014,AL,No,OF
ramiral03,Silver Slugger,2014,AL,No,SS
gonzaad01,Silver Slugger,2014,NL,No,1B
walkene01,Silver Slugger,2014,NL,No,2B
rendoan01,Silver Slugger,2014,NL,No,3B
poseybu01,Silver Slugger,2014,NL,No,C
uptonju01,Silver Slugger,2014,NL,No,OF
stantmi03,Silver Slugger,2014,NL,No,OF
mccutan01,Silver Slugger,2014,NL,No,OF
bumgama01,Silver Slugger,2014,NL,No,P
desmoia01,Silver Slugger,2014,NL,No,SS
keuchda01,Cy Young Award,2015,AL,No,N/A
arrieja01,Cy Young Award,2015,NL,No,N/A
hosmeer01,Gold Glove,2015,AL,No,1B
altuvjo01,Gold Glove,2015,AL,No,2B
machama01,Gold Glove,2015,AL,No,3B
perezsa02,Gold Glove,2015,AL,No,C
kiermke01,Gold Glove,2015,AL,No,CF
cespeyo01,Gold Glove,2015,AL,No,LF
keuchda01,Gold Glove,2015,AL,No,P
calhoko01,Gold Glove,2015,AL,No,RF
escobal02,Gold Glove,2015,AL,No,SS
goldspa01,Gold Glove,2015,NL,No,1B
gordode01,Gold Glove,2015,NL,No,2B
arenano01,Gold Glove,2015,NL,No,3B
molinya01,Gold Glove,2015,NL,No,C
polloaj01,Gold Glove,2015,NL,No,CF
martest01,Gold Glove,2015,NL,No,LF
greinza01,Gold Glove,2015,NL,No,P
heywaja01,Gold Glove,2015,NL,No,RF
crawfbr01,Gold Glove,2015,NL,No,SS
donaljo02,Most Valuable Player,2015,AL,No,N/A
harpebr03,Most Valuable Player,2015,NL,No,N/A
correca01,Rookie of the Year,2015,AL,No,N/A
bryankr01,Rookie of the Year,2015,NL,No,N/A
cabremi01,Silver Slugger,2015,AL,No,1B
altuvjo01,Silver Slugger,2015,AL,No,2B
donaljo02,Silver Slugger,2015,AL,No,3B
mccanbr01,Silver Slugger,2015,AL,No,C
moralke01,Silver Slugger,2015,AL,No,DH
troutmi01,Silver Slugger,2015,AL,No,OF
martijd02,Silver Slugger,2015,AL,No,OF
cruzne02,Silver Slugger,2015,AL,No,OF
bogaexa01,Silver Slugger,2015,AL,No,SS
goldspa01,Silver Slugger,2015,NL,No,1B
gordode01,Silver Slugger,2015,NL,No,2B
arenano01,Silver Slugger,2015,NL,No,3B
poseybu01,Silver Slugger,2015,NL,No,C
harpebr03,Silver Slugger,2015,NL,No,OF
gonzaca01,Silver Slugger,2015,NL,No,OF
mccutan01,Silver Slugger,2015,NL,No,OF
bumgama01,Silver Slugger,2015,NL,No,P
crawfbr01,Silver Slugger,2015,NL,No,SS
perezsa02,Silver Slugger,2016,AL,No,C
cabremi01,Silver Slugger,2016,AL,No,1B
altuvjo01,Silver Slugger,2016,AL,No,2B
donaljo02,Silver Slugger,2016,AL,No,3B
bogaexa01,Silver Slugger,2016,AL,No,SS
bettsmo01,Silver Slugger,2016,AL,No,OF
troutmi01,Silver Slugger,2016,AL,No,OF
trumbma01,Silver Slugger,2016,AL,No,OF
ortizda01,Silver Slugger,2016,AL,No,DH
ramoswi01,Silver Slugger,2016,NL,No,C
rizzoan01,Silver Slugger,2016,NL,No,1B
murphda08,Silver Slugger,2016,NL,No,2B
arenano01,Silver Slugger,2016,NL,No,3B
seageco01,Silver Slugger,2016,NL,No,SS
blackch02,Silver Slugger,2016,NL,No,OF
cespeyo01,Silver Slugger,2016,NL,No,OF
yelicch01,Silver Slugger,2016,NL,No,OF
arrieja01,Silver Slugger,2016,NL,No,P
perezsa02,Gold Glove,2016,AL,No,C
morelmi01,Gold Glove,2016,AL,No,1B
kinslia01,Gold Glove,2016,AL,No,2B
beltrad01,Gold Glove,2016,AL,No,3B
lindofr01,Gold Glove,2016,AL,No,SS
gardnbr01,Gold Glove,2016,AL,No,OF
kiermke01,Gold Glove,2016,AL,No,OF
bettsmo01,Gold Glove,2016,AL,No,OF
keuchda01,Gold Glove,2016,AL,No,P
poseybu01,Gold Glove,2016,NL,No,C
rizzoan01,Gold Glove,2016,NL,No,1B
panikjo01,Gold Glove,2016,NL,No,2B
arenano01,Gold Glove,2016,NL,No,3B
crawfbr01,Gold Glove,2016,NL,No,SS
martest01,Gold Glove,2016,NL,No,OF
inciaen01,Gold Glove,2016,NL,No,OF
heywaja01,Gold Glove,2016,NL,No,OF
greinza01,Gold Glove,2016,NL,No,P
troutmi01,Most Valuable Player,2016,AL,No,N/A
bryankr01,Most Valuable Player,2016,NL,No,N/A
porceri01,Cy Young Award,2016,AL,No,N/A
scherma01,Cy Young Award,2016,NL,No,N/A
fulmemi01,Rookie of the Year,2016,AL,No,N/A
seageco01,Rookie of the Year,2016,NL,No,Unanimous
altuvjo01,Most Valuable Player,2017,AL,No,N/A
stantmi03,Most Valuable Player,2017,NL,No,N/A
klubeco01,Cy Young Award,2017,AL,No,N/A
scherma01,Cy Young Award,2017,NL,No,N/A
judgeaa01,Rookie of the Year,2017,AL,No,N/A
bellico01,Rookie of the Year,2017,NL,No,N/A
sanchga02,Silver Slugger,2017,AL,No,C
hosmeer01,Silver Slugger,2017,AL,No,1B
altuvjo01,Silver Slugger,2017,AL,No,2B
ramirjo01,Silver Slugger,2017,AL,No,3B
judgeaa01,Silver Slugger,2017,AL,No,OF
springe01,Silver Slugger,2017,AL,No,OF
uptonju01,Silver Slugger,2017,AL,No,OF
cruzne02,Silver Slugger,2017,AL,No,DH
poseybu01,Silver Slugger,2017,NL,No,C
goldspa01,Silver Slugger,2017,NL,No,1B
murphda08,Silver Slugger,2017,NL,No,2B
arenano01,Silver Slugger,2017,NL,No,3B
seageco01,Silver Slugger,2017,NL,No,SS
stantmi03,Silver Slugger,2017,NL,No,OF
ozunama01,Silver Slugger,2017,NL,No,OF
blackch02,Silver Slugger,2017,NL,No,OF
wainwad01,Silver Slugger,2017,NL,No,P
maldoma01,Gold Glove,2017,AL,No,C
hosmeer01,Gold Glove,2017,AL,No,1B
doziebr01,Gold Glove,2017,AL,No,2B
longoev01,Gold Glove,2017,AL,No,3B
simmoan01,Gold Glove,2017,AL,No,SS
gordoal01,Gold Glove,2017,AL,No,LF
buxtoby01,Gold Glove,2017,AL,No,CF
bettsmo01,Gold Glove,2017,AL,No,RF
stromma01,Gold Glove,2017,AL,No,P
barnhtu01,Gold Glove,2017,NL,No,C
goldspa01,Gold Glove,2017,NL,No,1B
lemahdj01,Gold Glove,2017,NL,No,2B
arenano01,Gold Glove,2017,NL,No,3B
crawfbr01,Gold Glove,2017,NL,No,SS
